zipcode,zone,range,zone_general,range_general
02713,7A,0 to 5,7,0 to 10
02714,7A,0 to 5,7,0 to 10
02715,6B,-5 to 0,6,-10 to 0
02717,6B,-5 to 0,6,-10 to 0
02718,6B,-5 to 0,6,-10 to 0
02719,7A,0 to 5,7,0 to 10
02720,6B,-5 to 0,6,-10 to 0
02721,6B,-5 to 0,6,-10 to 0
02722,6B,-5 to 0,6,-10 to 0
02723,6B,-5 to 0,6,-10 to 0
02724,6B,-5 to 0,6,-10 to 0
02725,6B,-5 to 0,6,-10 to 0
02726,6B,-5 to 0,6,-10 to 0
02738,6B,-5 to 0,6,-10 to 0
02739,7A,0 to 5,7,0 to 10
02740,6B,-5 to 0,6,-10 to 0
02741,6B,-5 to 0,6,-10 to 0
02742,7A,0 to 5,7,0 to 10
02743,6B,-5 to 0,6,-10 to 0
02744,7A,0 to 5,7,0 to 10
02745,6B,-5 to 0,6,-10 to 0
02746,6B,-5 to 0,6,-10 to 0
02747,6B,-5 to 0,6,-10 to 0
02748,7A,0 to 5,7,0 to 10
02760,6B,-5 to 0,6,-10 to 0
02761,6B,-5 to 0,6,-10 to 0
02762,6A,-10 to -5,6,-10 to 0
02763,6B,-5 to 0,6,-10 to 0
02764,6B,-5 to 0,6,-10 to 0
02766,6B,-5 to 0,6,-10 to 0
02767,6B,-5 to 0,6,-10 to 0
02768,6B,-5 to 0,6,-10 to 0
02769,6B,-5 to 0,6,-10 to 0
02770,6B,-5 to 0,6,-10 to 0
02771,6B,-5 to 0,6,-10 to 0
02777,6B,-5 to 0,6,-10 to 0
02779,6B,-5 to 0,6,-10 to 0
02780,6B,-5 to 0,6,-10 to 0
02790,6B,-5 to 0,6,-10 to 0
02791,7A,0 to 5,7,0 to 10
02801,7A,0 to 5,7,0 to 10
02802,6B,-5 to 0,6,-10 to 0
02804,6B,-5 to 0,6,-10 to 0
02806,6B,-5 to 0,6,-10 to 0
02807,7A,0 to 5,7,0 to 10
02808,6B,-5 to 0,6,-10 to 0
02809,6B,-5 to 0,6,-10 to 0
02812,6B,-5 to 0,6,-10 to 0
02813,6B,-5 to 0,6,-10 to 0
02814,6A,-10 to -5,6,-10 to 0
02815,6A,-10 to -5,6,-10 to 0
02816,6B,-5 to 0,6,-10 to 0
02817,6A,-10 to -5,6,-10 to 0
02818,6B,-5 to 0,6,-10 to 0
02822,6B,-5 to 0,6,-10 to 0
02823,6B,-5 to 0,6,-10 to 0
02824,6A,-10 to -5,6,-10 to 0
02825,6A,-10 to -5,6,-10 to 0
02826,6A,-10 to -5,6,-10 to 0
02827,6A,-10 to -5,6,-10 to 0
02828,6B,-5 to 0,6,-10 to 0
02829,6B,-5 to 0,6,-10 to 0
02830,6A,-10 to -5,6,-10 to 0
02831,6B,-5 to 0,6,-10 to 0
02832,6B,-5 to 0,6,-10 to 0
02833,6B,-5 to 0,6,-10 to 0
02835,7A,0 to 5,7,0 to 10
02836,6B,-5 to 0,6,-10 to 0
02837,7A,0 to 5,7,0 to 10
02838,6B,-5 to 0,6,-10 to 0
02839,6A,-10 to -5,6,-10 to 0
02840,7A,0 to 5,7,0 to 10
02841,7A,0 to 5,7,0 to 10
02842,7A,0 to 5,7,0 to 10
02852,6B,-5 to 0,6,-10 to 0
02857,6A,-10 to -5,6,-10 to 0
02858,6A,-10 to -5,6,-10 to 0
02859,6A,-10 to -5,6,-10 to 0
02860,6B,-5 to 0,6,-10 to 0
02861,6B,-5 to 0,6,-10 to 0
02862,6B,-5 to 0,6,-10 to 0
02863,6B,-5 to 0,6,-10 to 0
02864,6B,-5 to 0,6,-10 to 0
02865,6B,-5 to 0,6,-10 to 0
02871,7A,0 to 5,7,0 to 10
02872,7A,0 to 5,7,0 to 10
02873,6B,-5 to 0,6,-10 to 0
02874,6B,-5 to 0,6,-10 to 0
02875,6B,-5 to 0,6,-10 to 0
02876,6A,-10 to -5,6,-10 to 0
02877,6B,-5 to 0,6,-10 to 0
02878,6B,-5 to 0,6,-10 to 0
02879,6B,-5 to 0,6,-10 to 0
02880,6B,-5 to 0,6,-10 to 0
02881,6B,-5 to 0,6,-10 to 0
02882,7A,0 to 5,7,0 to 10
02883,6B,-5 to 0,6,-10 to 0
02885,6B,-5 to 0,6,-10 to 0
02886,6B,-5 to 0,6,-10 to 0
02887,6B,-5 to 0,6,-10 to 0
02888,6B,-5 to 0,6,-10 to 0
02889,6B,-5 to 0,6,-10 to 0
02891,7A,0 to 5,7,0 to 10
02892,6B,-5 to 0,6,-10 to 0
02893,6B,-5 to 0,6,-10 to 0
02894,6B,-5 to 0,6,-10 to 0
02895,6A,-10 to -5,6,-10 to 0
02896,6A,-10 to -5,6,-10 to 0
02898,6B,-5 to 0,6,-10 to 0
02901,6B,-5 to 0,6,-10 to 0
02902,6B,-5 to 0,6,-10 to 0
02903,6B,-5 to 0,6,-10 to 0
02904,6B,-5 to 0,6,-10 to 0
02905,6B,-5 to 0,6,-10 to 0
02906,6B,-5 to 0,6,-10 to 0
02907,6B,-5 to 0,6,-10 to 0
02908,6B,-5 to 0,6,-10 to 0
02909,6B,-5 to 0,6,-10 to 0
02910,6B,-5 to 0,6,-10 to 0
02911,6B,-5 to 0,6,-10 to 0
02912,6B,-5 to 0,6,-10 to 0
02914,6B,-5 to 0,6,-10 to 0
02915,6B,-5 to 0,6,-10 to 0
02916,6B,-5 to 0,6,-10 to 0
02917,6B,-5 to 0,6,-10 to 0
02918,6B,-5 to 0,6,-10 to 0
02919,6B,-5 to 0,6,-10 to 0
02920,6B,-5 to 0,6,-10 to 0
02921,6B,-5 to 0,6,-10 to 0
02940,6B,-5 to 0,6,-10 to 0
03031,5B,-15 to -10,5,-20 to -10
03032,5B,-15 to -10,5,-20 to -10
03033,5B,-15 to -10,5,-20 to -10
03034,5B,-15 to -10,5,-20 to -10
03036,5B,-15 to -10,5,-20 to -10
03037,5B,-15 to -10,5,-20 to -10
03038,5B,-15 to -10,5,-20 to -10
03040,5B,-15 to -10,5,-20 to -10
03041,5B,-15 to -10,5,-20 to -10
03042,5B,-15 to -10,5,-20 to -10
03043,5B,-15 to -10,5,-20 to -10
03044,5B,-15 to -10,5,-20 to -10
03045,5B,-15 to -10,5,-20 to -10
03046,5B,-15 to -10,5,-20 to -10
03047,5B,-15 to -10,5,-20 to -10
03048,5B,-15 to -10,5,-20 to -10
03049,5B,-15 to -10,5,-20 to -10
03051,5B,-15 to -10,5,-20 to -10
03052,5B,-15 to -10,5,-20 to -10
03053,5B,-15 to -10,5,-20 to -10
03054,5B,-15 to -10,5,-20 to -10
03055,5B,-15 to -10,5,-20 to -10
03057,5B,-15 to -10,5,-20 to -10
03060,5B,-15 to -10,5,-20 to -10
03061,5B,-15 to -10,5,-20 to -10
03062,5B,-15 to -10,5,-20 to -10
03063,5B,-15 to -10,5,-20 to -10
03064,5B,-15 to -10,5,-20 to -10
03070,5B,-15 to -10,5,-20 to -10
03071,5B,-15 to -10,5,-20 to -10
03073,6A,-10 to -5,6,-10 to 0
03076,5B,-15 to -10,5,-20 to -10
03077,5B,-15 to -10,5,-20 to -10
03079,6A,-10 to -5,6,-10 to 0
03082,5B,-15 to -10,5,-20 to -10
03084,5B,-15 to -10,5,-20 to -10
03086,5B,-15 to -10,5,-20 to -10
03087,5B,-15 to -10,5,-20 to -10
03101,5B,-15 to -10,5,-20 to -10
03102,5B,-15 to -10,5,-20 to -10
03103,5B,-15 to -10,5,-20 to -10
03104,5B,-15 to -10,5,-20 to -10
03105,5B,-15 to -10,5,-20 to -10
03106,5B,-15 to -10,5,-20 to -10
03108,5B,-15 to -10,5,-20 to -10
03109,5B,-15 to -10,5,-20 to -10
03110,5B,-15 to -10,5,-20 to -10
03111,5B,-15 to -10,5,-20 to -10
03215,5A,-20 to -15,5,-20 to -10
03216,5A,-20 to -15,5,-20 to -10
03217,5A,-20 to -15,5,-20 to -10
03218,5A,-20 to -15,5,-20 to -10
03220,5A,-20 to -15,5,-20 to -10
03221,5A,-20 to -15,5,-20 to -10
03222,5A,-20 to -15,5,-20 to -10
03223,5A,-20 to -15,5,-20 to -10
03224,5B,-15 to -10,5,-20 to -10
03225,5A,-20 to -15,5,-20 to -10
03226,5A,-20 to -15,5,-20 to -10
03227,5A,-20 to -15,5,-20 to -10
03229,5A,-20 to -15,5,-20 to -10
03230,5A,-20 to -15,5,-20 to -10
03231,5A,-20 to -15,5,-20 to -10
03233,5A,-20 to -15,5,-20 to -10
03234,5B,-15 to -10,5,-20 to -10
03235,5A,-20 to -15,5,-20 to -10
03237,5B,-15 to -10,5,-20 to -10
03238,5A,-20 to -15,5,-20 to -10
03240,4B,-25 to -20,4,-30 to -20
03241,5A,-20 to -15,5,-20 to -10
03242,5A,-20 to -15,5,-20 to -10
03243,5B,-15 to -10,5,-20 to -10
03244,5B,-15 to -10,5,-20 to -10
03245,5A,-20 to -15,5,-20 to -10
03246,5B,-15 to -10,5,-20 to -10
03247,5B,-15 to -10,5,-20 to -10
03249,5B,-15 to -10,5,-20 to -10
03251,5A,-20 to -15,5,-20 to -10
03252,5A,-20 to -15,5,-20 to -10
03253,5A,-20 to -15,5,-20 to -10
03254,5A,-20 to -15,5,-20 to -10
03255,5B,-15 to -10,5,-20 to -10
03256,5A,-20 to -15,5,-20 to -10
03257,5B,-15 to -10,5,-20 to -10
03258,5B,-15 to -10,5,-20 to -10
03259,5A,-20 to -15,5,-20 to -10
03260,5B,-15 to -10,5,-20 to -10
03261,5B,-15 to -10,5,-20 to -10
03262,5A,-20 to -15,5,-20 to -10
03263,5B,-15 to -10,5,-20 to -10
03264,5A,-20 to -15,5,-20 to -10
03266,5A,-20 to -15,5,-20 to -10
03268,5B,-15 to -10,5,-20 to -10
03269,5B,-15 to -10,5,-20 to -10
03272,5A,-20 to -15,5,-20 to -10
03273,5B,-15 to -10,5,-20 to -10
03275,5B,-15 to -10,5,-20 to -10
03276,5A,-20 to -15,5,-20 to -10
03278,5A,-20 to -15,5,-20 to -10
03279,4B,-25 to -20,4,-30 to -20
03280,6A,-10 to -5,6,-10 to 0
03281,5B,-15 to -10,5,-20 to -10
03282,5A,-20 to -15,5,-20 to -10
03284,6A,-10 to -5,6,-10 to 0
03285,5A,-20 to -15,5,-20 to -10
03287,5A,-20 to -15,5,-20 to -10
03289,5A,-20 to -15,5,-20 to -10
03290,5B,-15 to -10,5,-20 to -10
03291,5B,-15 to -10,5,-20 to -10
03293,5A,-20 to -15,5,-20 to -10
03298,5A,-20 to -15,5,-20 to -10
03299,5A,-20 to -15,5,-20 to -10
03301,5B,-15 to -10,5,-20 to -10
03302,5B,-15 to -10,5,-20 to -10
03303,5B,-15 to -10,5,-20 to -10
03304,5B,-15 to -10,5,-20 to -10
03305,5B,-15 to -10,5,-20 to -10
03307,5B,-15 to -10,5,-20 to -10
03431,5B,-15 to -10,5,-20 to -10
03435,5B,-15 to -10,5,-20 to -10
03440,5B,-15 to -10,5,-20 to -10
03441,5B,-15 to -10,5,-20 to -10
03442,5B,-15 to -10,5,-20 to -10
03443,5B,-15 to -10,5,-20 to -10
03444,5B,-15 to -10,5,-20 to -10
03445,5B,-15 to -10,5,-20 to -10
03446,5B,-15 to -10,5,-20 to -10
03447,5B,-15 to -10,5,-20 to -10
03448,5B,-15 to -10,5,-20 to -10
03449,5B,-15 to -10,5,-20 to -10
03450,5B,-15 to -10,5,-20 to -10
03451,5B,-15 to -10,5,-20 to -10
03452,5B,-15 to -10,5,-20 to -10
03455,5B,-15 to -10,5,-20 to -10
03456,5B,-15 to -10,5,-20 to -10
03457,5B,-15 to -10,5,-20 to -10
03458,5B,-15 to -10,5,-20 to -10
03461,5B,-15 to -10,5,-20 to -10
03462,5A,-20 to -15,5,-20 to -10
03464,5B,-15 to -10,5,-20 to -10
03465,5B,-15 to -10,5,-20 to -10
03466,5B,-15 to -10,5,-20 to -10
03467,5A,-20 to -15,5,-20 to -10
03468,5B,-15 to -10,5,-20 to -10
03469,5B,-15 to -10,5,-20 to -10
03470,5B,-15 to -10,5,-20 to -10
03561,4B,-25 to -20,4,-30 to -20
03570,4B,-25 to -20,4,-30 to -20
03574,4B,-25 to -20,4,-30 to -20
03575,4B,-25 to -20,4,-30 to -20
03576,4A,-30 to -25,4,-30 to -20
03579,4A,-30 to -25,4,-30 to -20
03580,4B,-25 to -20,4,-30 to -20
03581,5A,-20 to -15,5,-20 to -10
03582,4A,-30 to -25,4,-30 to -20
03583,4B,-25 to -20,4,-30 to -20
03584,4A,-30 to -25,4,-30 to -20
03585,4B,-25 to -20,4,-30 to -20
03586,4B,-25 to -20,4,-30 to -20
03588,4A,-30 to -25,4,-30 to -20
03589,4B,-25 to -20,4,-30 to -20
03590,4A,-30 to -25,4,-30 to -20
03592,3B,-35 to -30,3,-40 to -30
03593,4B,-25 to -20,4,-30 to -20
03595,4B,-25 to -20,4,-30 to -20
03597,3B,-35 to -30,3,-40 to -30
03598,4B,-25 to -20,4,-30 to -20
03601,5B,-15 to -10,5,-20 to -10
03602,5B,-15 to -10,5,-20 to -10
03603,5A,-20 to -15,5,-20 to -10
03604,5B,-15 to -10,5,-20 to -10
03605,5B,-15 to -10,5,-20 to -10
03607,5B,-15 to -10,5,-20 to -10
03608,5B,-15 to -10,5,-20 to -10
03609,5B,-15 to -10,5,-20 to -10
03740,4B,-25 to -20,4,-30 to -20
03741,5A,-20 to -15,5,-20 to -10
03743,5A,-20 to -15,5,-20 to -10
03745,5A,-20 to -15,5,-20 to -10
03746,5A,-20 to -15,5,-20 to -10
03748,4B,-25 to -20,4,-30 to -20
03749,5A,-20 to -15,5,-20 to -10
03750,5A,-20 to -15,5,-20 to -10
03751,5B,-15 to -10,5,-20 to -10
03752,5B,-15 to -10,5,-20 to -10
03753,5B,-15 to -10,5,-20 to -10
03754,5A,-20 to -15,5,-20 to -10
03755,5A,-20 to -15,5,-20 to -10
03756,5A,-20 to -15,5,-20 to -10
03765,4B,-25 to -20,4,-30 to -20
03766,5A,-20 to -15,5,-20 to -10
03768,5A,-20 to -15,5,-20 to -10
03769,5A,-20 to -15,5,-20 to -10
03770,5B,-15 to -10,5,-20 to -10
03771,4B,-25 to -20,4,-30 to -20
03773,5A,-20 to -15,5,-20 to -10
03774,4B,-25 to -20,4,-30 to -20
03777,5A,-20 to -15,5,-20 to -10
03779,5A,-20 to -15,5,-20 to -10
03780,5A,-20 to -15,5,-20 to -10
03781,5A,-20 to -15,5,-20 to -10
03782,5B,-15 to -10,5,-20 to -10
03784,5A,-20 to -15,5,-20 to -10
03785,4B,-25 to -20,4,-30 to -20
03801,6A,-10 to -5,6,-10 to 0
03802,6A,-10 to -5,6,-10 to 0
03803,6A,-10 to -5,6,-10 to 0
03804,6A,-10 to -5,6,-10 to 0
03809,5A,-20 to -15,5,-20 to -10
03810,5A,-20 to -15,5,-20 to -10
03811,6A,-10 to -5,6,-10 to 0
03812,5A,-20 to -15,5,-20 to -10
03813,5A,-20 to -15,5,-20 to -10
03814,5A,-20 to -15,5,-20 to -10
03815,5B,-15 to -10,5,-20 to -10
03816,5A,-20 to -15,5,-20 to -10
03817,5A,-20 to -15,5,-20 to -10
03818,5A,-20 to -15,5,-20 to -10
03819,6A,-10 to -5,6,-10 to 0
03820,5B,-15 to -10,5,-20 to -10
03821,5B,-15 to -10,5,-20 to -10
03822,5B,-15 to -10,5,-20 to -10
03823,5B,-15 to -10,5,-20 to -10
03824,5B,-15 to -10,5,-20 to -10
03825,5B,-15 to -10,5,-20 to -10
03826,6A,-10 to -5,6,-10 to 0
03827,6A,-10 to -5,6,-10 to 0
03830,5A,-20 to -15,5,-20 to -10
03832,5A,-20 to -15,5,-20 to -10
03833,6A,-10 to -5,6,-10 to 0
03835,5A,-20 to -15,5,-20 to -10
03836,5A,-20 to -15,5,-20 to -10
03837,5B,-15 to -10,5,-20 to -10
03838,5A,-20 to -15,5,-20 to -10
03839,5B,-15 to -10,5,-20 to -10
03840,6A,-10 to -5,6,-10 to 0
03841,6A,-10 to -5,6,-10 to 0
03842,6A,-10 to -5,6,-10 to 0
03843,6A,-10 to -5,6,-10 to 0
03844,6A,-10 to -5,6,-10 to 0
03845,5A,-20 to -15,5,-20 to -10
03846,5A,-20 to -15,5,-20 to -10
03847,5A,-20 to -15,5,-20 to -10
03848,6A,-10 to -5,6,-10 to 0
03849,5A,-20 to -15,5,-20 to -10
03850,5A,-20 to -15,5,-20 to -10
03851,5A,-20 to -15,5,-20 to -10
03852,5A,-20 to -15,5,-20 to -10
03853,5A,-20 to -15,5,-20 to -10
03854,6A,-10 to -5,6,-10 to 0
03855,5A,-20 to -15,5,-20 to -10
03856,6A,-10 to -5,6,-10 to 0
03857,6A,-10 to -5,6,-10 to 0
03858,6A,-10 to -5,6,-10 to 0
03859,6A,-10 to -5,6,-10 to 0
03860,5A,-20 to -15,5,-20 to -10
03861,5B,-15 to -10,5,-20 to -10
03862,6A,-10 to -5,6,-10 to 0
03864,5A,-20 to -15,5,-20 to -10
03865,6A,-10 to -5,6,-10 to 0
03866,5B,-15 to -10,5,-20 to -10
03867,5B,-15 to -10,5,-20 to -10
03868,5B,-15 to -10,5,-20 to -10
03869,5B,-15 to -10,5,-20 to -10
03870,6A,-10 to -5,6,-10 to 0
03871,6A,-10 to -5,6,-10 to 0
03872,5A,-20 to -15,5,-20 to -10
03873,5B,-15 to -10,5,-20 to -10
03874,6A,-10 to -5,6,-10 to 0
03875,5A,-20 to -15,5,-20 to -10
03878,5B,-15 to -10,5,-20 to -10
03882,5A,-20 to -15,5,-20 to -10
03883,5A,-20 to -15,5,-20 to -10
03884,5A,-20 to -15,5,-20 to -10
03885,6A,-10 to -5,6,-10 to 0
03886,5A,-20 to -15,5,-20 to -10
03887,5A,-20 to -15,5,-20 to -10
03890,5A,-20 to -15,5,-20 to -10
03894,5A,-20 to -15,5,-20 to -10
03896,5A,-20 to -15,5,-20 to -10
03897,5A,-20 to -15,5,-20 to -10
03901,5B,-15 to -10,5,-20 to -10
03902,5B,-15 to -10,5,-20 to -10
03903,6A,-10 to -5,6,-10 to 0
03904,6A,-10 to -5,6,-10 to 0
03905,6A,-10 to -5,6,-10 to 0
03906,5B,-15 to -10,5,-20 to -10
03907,5B,-15 to -10,5,-20 to -10
03908,5B,-15 to -10,5,-20 to -10
03909,6A,-10 to -5,6,-10 to 0
03910,5B,-15 to -10,5,-20 to -10
03911,5B,-15 to -10,5,-20 to -10
04001,5A,-20 to -15,5,-20 to -10
04002,5B,-15 to -10,5,-20 to -10
04003,5B,-15 to -10,5,-20 to -10
04004,5A,-20 to -15,5,-20 to -10
04005,5B,-15 to -10,5,-20 to -10
04006,5B,-15 to -10,5,-20 to -10
04007,5B,-15 to -10,5,-20 to -10
04008,5B,-15 to -10,5,-20 to -10
04009,5A,-20 to -15,5,-20 to -10
04010,5A,-20 to -15,5,-20 to -10
04011,5B,-15 to -10,5,-20 to -10
04013,5B,-15 to -10,5,-20 to -10
04014,5B,-15 to -10,5,-20 to -10
04015,5A,-20 to -15,5,-20 to -10
04016,5A,-20 to -15,5,-20 to -10
04017,5B,-15 to -10,5,-20 to -10
04019,5B,-15 to -10,5,-20 to -10
04020,5A,-20 to -15,5,-20 to -10
04021,5B,-15 to -10,5,-20 to -10
04022,5A,-20 to -15,5,-20 to -10
04024,5A,-20 to -15,5,-20 to -10
04027,5B,-15 to -10,5,-20 to -10
04028,5A,-20 to -15,5,-20 to -10
04029,5A,-20 to -15,5,-20 to -10
04030,5A,-20 to -15,5,-20 to -10
04032,5B,-15 to -10,5,-20 to -10
04033,5B,-15 to -10,5,-20 to -10
04034,5B,-15 to -10,5,-20 to -10
04037,5A,-20 to -15,5,-20 to -10
04038,5B,-15 to -10,5,-20 to -10
04039,5B,-15 to -10,5,-20 to -10
04040,5A,-20 to -15,5,-20 to -10
04041,4B,-25 to -20,4,-30 to -20
04042,5A,-20 to -15,5,-20 to -10
04043,5B,-15 to -10,5,-20 to -10
04046,5B,-15 to -10,5,-20 to -10
04047,5A,-20 to -15,5,-20 to -10
04048,5A,-20 to -15,5,-20 to -10
04049,5A,-20 to -15,5,-20 to -10
04050,5B,-15 to -10,5,-20 to -10
04051,5A,-20 to -15,5,-20 to -10
04054,5B,-15 to -10,5,-20 to -10
04055,5A,-20 to -15,5,-20 to -10
04056,5A,-20 to -15,5,-20 to -10
04057,5A,-20 to -15,5,-20 to -10
04061,5A,-20 to -15,5,-20 to -10
04062,5B,-15 to -10,5,-20 to -10
04063,5B,-15 to -10,5,-20 to -10
04064,6A,-10 to -5,6,-10 to 0
04066,5B,-15 to -10,5,-20 to -10
04068,5A,-20 to -15,5,-20 to -10
04069,5B,-15 to -10,5,-20 to -10
04070,5B,-15 to -10,5,-20 to -10
04071,5B,-15 to -10,5,-20 to -10
04072,5B,-15 to -10,5,-20 to -10
04073,5B,-15 to -10,5,-20 to -10
04074,5B,-15 to -10,5,-20 to -10
04076,5A,-20 to -15,5,-20 to -10
04077,5A,-20 to -15,5,-20 to -10
04078,5B,-15 to -10,5,-20 to -10
04079,5B,-15 to -10,5,-20 to -10
04082,5B,-15 to -10,5,-20 to -10
04083,5B,-15 to -10,5,-20 to -10
04084,5A,-20 to -15,5,-20 to -10
04085,5A,-20 to -15,5,-20 to -10
04086,5B,-15 to -10,5,-20 to -10
04087,5A,-20 to -15,5,-20 to -10
04088,5A,-20 to -15,5,-20 to -10
04090,5B,-15 to -10,5,-20 to -10
04091,4B,-25 to -20,4,-30 to -20
04092,5B,-15 to -10,5,-20 to -10
04093,5A,-20 to -15,5,-20 to -10
04094,5B,-15 to -10,5,-20 to -10
04095,5A,-20 to -15,5,-20 to -10
04096,5B,-15 to -10,5,-20 to -10
04097,5B,-15 to -10,5,-20 to -10
04098,5B,-15 to -10,5,-20 to -10
04101,5B,-15 to -10,5,-20 to -10
04102,5B,-15 to -10,5,-20 to -10
04103,5B,-15 to -10,5,-20 to -10
04104,5B,-15 to -10,5,-20 to -10
04105,5B,-15 to -10,5,-20 to -10
04106,5B,-15 to -10,5,-20 to -10
04107,5B,-15 to -10,5,-20 to -10
04108,5B,-15 to -10,5,-20 to -10
04109,5B,-15 to -10,5,-20 to -10
04110,5B,-15 to -10,5,-20 to -10
04112,5B,-15 to -10,5,-20 to -10
04116,5B,-15 to -10,5,-20 to -10
04122,5B,-15 to -10,5,-20 to -10
04123,5B,-15 to -10,5,-20 to -10
04124,5B,-15 to -10,5,-20 to -10
04210,5B,-15 to -10,5,-20 to -10
04211,5B,-15 to -10,5,-20 to -10
04212,5B,-15 to -10,5,-20 to -10
04216,4B,-25 to -20,4,-30 to -20
04217,4B,-25 to -20,4,-30 to -20
04219,5A,-20 to -15,5,-20 to -10
04220,5A,-20 to -15,5,-20 to -10
04221,5A,-20 to -15,5,-20 to -10
04222,5B,-15 to -10,5,-20 to -10
04223,5B,-15 to -10,5,-20 to -10
04224,4B,-25 to -20,4,-30 to -20
04225,4B,-25 to -20,4,-30 to -20
04226,4B,-25 to -20,4,-30 to -20
04227,4B,-25 to -20,4,-30 to -20
04228,4B,-25 to -20,4,-30 to -20
04230,5B,-15 to -10,5,-20 to -10
04231,5A,-20 to -15,5,-20 to -10
04234,4B,-25 to -20,4,-30 to -20
04236,5A,-20 to -15,5,-20 to -10
04237,4B,-25 to -20,4,-30 to -20
04238,5A,-20 to -15,5,-20 to -10
04239,4B,-25 to -20,4,-30 to -20
04240,5B,-15 to -10,5,-20 to -10
04241,5B,-15 to -10,5,-20 to -10
04243,5B,-15 to -10,5,-20 to -10
04250,5A,-20 to -15,5,-20 to -10
04252,5A,-20 to -15,5,-20 to -10
04253,5A,-20 to -15,5,-20 to -10
04254,5A,-20 to -15,5,-20 to -10
04255,4B,-25 to -20,4,-30 to -20
04256,5A,-20 to -15,5,-20 to -10
04257,5A,-20 to -15,5,-20 to -10
04258,5A,-20 to -15,5,-20 to -10
04259,5B,-15 to -10,5,-20 to -10
04260,5B,-15 to -10,5,-20 to -10
04261,4B,-25 to -20,4,-30 to -20
04262,4B,-25 to -20,4,-30 to -20
04263,5A,-20 to -15,5,-20 to -10
04265,5A,-20 to -15,5,-20 to -10
04266,5A,-20 to -15,5,-20 to -10
04267,5A,-20 to -15,5,-20 to -10
04268,5A,-20 to -15,5,-20 to -10
04270,5A,-20 to -15,5,-20 to -10
04271,5A,-20 to -15,5,-20 to -10
04274,5A,-20 to -15,5,-20 to -10
04275,4B,-25 to -20,4,-30 to -20
04276,5A,-20 to -15,5,-20 to -10
04280,5B,-15 to -10,5,-20 to -10
04281,5A,-20 to -15,5,-20 to -10
04282,5A,-20 to -15,5,-20 to -10
04284,5A,-20 to -15,5,-20 to -10
04285,4B,-25 to -20,4,-30 to -20
04286,4B,-25 to -20,4,-30 to -20
04287,5A,-20 to -15,5,-20 to -10
04288,5A,-20 to -15,5,-20 to -10
04289,5A,-20 to -15,5,-20 to -10
04290,5A,-20 to -15,5,-20 to -10
04291,5A,-20 to -15,5,-20 to -10
04292,5A,-20 to -15,5,-20 to -10
04294,4B,-25 to -20,4,-30 to -20
04330,5A,-20 to -15,5,-20 to -10
04332,5A,-20 to -15,5,-20 to -10
04333,5B,-15 to -10,5,-20 to -10
04336,5A,-20 to -15,5,-20 to -10
04338,5B,-15 to -10,5,-20 to -10
04341,5B,-15 to -10,5,-20 to -10
04342,5B,-15 to -10,5,-20 to -10
04343,5B,-15 to -10,5,-20 to -10
04344,5A,-20 to -15,5,-20 to -10
04345,5A,-20 to -15,5,-20 to -10
04346,5A,-20 to -15,5,-20 to -10
04347,5A,-20 to -15,5,-20 to -10
04348,5B,-15 to -10,5,-20 to -10
04349,4B,-25 to -20,4,-30 to -20
04350,5B,-15 to -10,5,-20 to -10
04351,5B,-15 to -10,5,-20 to -10
04352,5A,-20 to -15,5,-20 to -10
04353,5A,-20 to -15,5,-20 to -10
04354,5A,-20 to -15,5,-20 to -10
04355,5A,-20 to -15,5,-20 to -10
04357,5B,-15 to -10,5,-20 to -10
04358,5A,-20 to -15,5,-20 to -10
04359,5A,-20 to -15,5,-20 to -10
04360,4B,-25 to -20,4,-30 to -20
04363,5A,-20 to -15,5,-20 to -10
04364,5A,-20 to -15,5,-20 to -10
04401,5A,-20 to -15,5,-20 to -10
04402,5A,-20 to -15,5,-20 to -10
04406,4B,-25 to -20,4,-30 to -20
04408,4B,-25 to -20,4,-30 to -20
04410,4B,-25 to -20,4,-30 to -20
04411,5A,-20 to -15,5,-20 to -10
04412,5A,-20 to -15,5,-20 to -10
04413,4B,-25 to -20,4,-30 to -20
04414,4B,-25 to -20,4,-30 to -20
04415,4B,-25 to -20,4,-30 to -20
04416,5B,-15 to -10,5,-20 to -10
04417,4B,-25 to -20,4,-30 to -20
04418,4B,-25 to -20,4,-30 to -20
04419,5A,-20 to -15,5,-20 to -10
04420,5B,-15 to -10,5,-20 to -10
04421,5B,-15 to -10,5,-20 to -10
04422,4B,-25 to -20,4,-30 to -20
04424,4A,-30 to -25,4,-30 to -20
04426,4B,-25 to -20,4,-30 to -20
04427,4B,-25 to -20,4,-30 to -20
04428,5A,-20 to -15,5,-20 to -10
04429,5A,-20 to -15,5,-20 to -10
04430,4B,-25 to -20,4,-30 to -20
04431,5B,-15 to -10,5,-20 to -10
04434,5A,-20 to -15,5,-20 to -10
04435,4B,-25 to -20,4,-30 to -20
04438,5B,-15 to -10,5,-20 to -10
04441,4A,-30 to -25,4,-30 to -20
04442,4A,-30 to -25,4,-30 to -20
04443,4B,-25 to -20,4,-30 to -20
04444,5A,-20 to -15,5,-20 to -10
04448,4B,-25 to -20,4,-30 to -20
04449,4B,-25 to -20,4,-30 to -20
04450,5A,-20 to -15,5,-20 to -10
04451,4B,-25 to -20,4,-30 to -20
04453,4B,-25 to -20,4,-30 to -20
04454,4B,-25 to -20,4,-30 to -20
